datetime,price,signal
2023-05-09 09:00:00,169.83,sell
2023-05-09 09:05:00,169.72,sell
2023-05-09 09:10:00,169.56,sell
2023-05-09 09:15:00,169.56,sell
2023-05-09 09:20:00,169.55,sell
2023-05-09 09:25:00,168.96,sell
2023-05-09 09:30:00,169.11,sell
2023-05-09 09:35:00,169.0,sell
2023-05-09 09:40:00,168.81,sell
2023-05-09 09:45:00,168.78,sell
2023-05-09 09:50:00,168.93,sell
2023-05-09 09:55:00,169.27,sell
2023-05-09 10:00:00,169.17,sell
2023-05-09 10:05:00,168.7,sell
2023-05-09 10:10:00,168.21,sell
2023-05-09 10:15:00,168.43,sell
2023-05-09 10:20:00,168.57,sell
2023-05-09 10:25:00,168.06,sell
2023-05-09 10:30:00,167.94,sell
2023-05-09 10:35:00,168.22,sell
2023-05-09 10:40:00,168.59,sell
2023-05-09 10:45:00,168.18,sell
2023-05-09 10:50:00,168.14,sell
2023-05-09 10:55:00,168.16,sell
2023-05-09 11:00:00,167.91,sell
2023-05-09 11:05:00,167.43,sell
2023-05-09 11:10:00,167.34,sell
2023-05-09 11:15:00,167.58,sell
2023-05-09 11:20:00,167.65,sell
2023-05-09 11:25:00,167.49,sell
2023-05-09 11:30:00,167.38,sell
2023-05-09 11:35:00,167.41,sell
2023-05-09 11:40:00,167.34,sell
2023-05-09 11:45:00,167.45,sell
2023-05-09 11:50:00,166.9,sell
2023-05-09 11:55:00,166.88,sell
2023-05-09 12:00:00,166.93,sell
2023-05-09 12:05:00,166.97,sell
2023-05-09 12:10:00,167.1,sell
2023-05-09 12:15:00,166.88,sell
2023-05-09 12:20:00,166.93,sell
2023-05-09 12:25:00,166.64,sell
2023-05-09 12:30:00,167.18,sell
2023-05-09 12:35:00,167.33,sell
2023-05-09 12:40:00,167.42,sell
2023-05-09 12:45:00,167.22,sell
2023-05-09 12:50:00,167.28,sell
2023-05-09 12:55:00,167.63,sell
2023-05-09 13:00:00,167.6,sell
2023-05-09 13:05:00,167.5,sell
2023-05-09 13:10:00,167.57,sell
2023-05-09 13:15:00,167.69,sell
2023-05-09 13:20:00,167.61,sell
2023-05-09 13:25:00,167.53,sell
2023-05-09 13:30:00,167.65,sell
2023-05-09 13:35:00,167.49,sell
2023-05-09 13:40:00,167.31,sell
2023-05-09 13:45:00,167.54,sell
2023-05-09 13:50:00,167.76,sell
2023-05-09 13:55:00,167.93,sell
2023-05-09 14:00:00,168.03,sell
2023-05-09 14:05:00,168.38,sell
2023-05-09 14:10:00,168.2,sell
2023-05-09 14:15:00,168.14,sell
2023-05-09 14:20:00,168.23,sell
2023-05-09 14:25:00,168.2,sell
2023-05-09 14:30:00,168.32,sell
2023-05-09 14:35:00,168.58,sell
2023-05-09 14:40:00,168.49,sell
2023-05-09 14:45:00,168.5,sell
2023-05-09 14:50:00,167.97,sell
2023-05-09 14:55:00,168.01,sell
2023-05-09 15:00:00,168.36,sell
2023-05-09 15:05:00,168.48,sell
2023-05-09 15:10:00,168.54,sell
2023-05-09 15:15:00,168.44,sell
2023-05-09 15:20:00,168.51,sell
2023-05-09 15:25:00,168.48,sell
2023-05-09 15:30:00,168.78,sell
2023-05-09 15:35:00,168.91,sell
2023-05-09 15:40:00,168.89,sell
2023-05-09 15:45:00,169.07,sell
2023-05-09 15:50:00,169.0,sell
2023-05-09 15:55:00,169.14,sell
2023-05-09 16:00:00,169.0,sell
2023-05-09 16:05:00,169.05,sell
2023-05-09 16:10:00,169.0,sell
2023-05-09 16:15:00,168.94,sell
2023-05-09 16:20:00,168.95,sell
2023-05-09 16:25:00,168.89,sell
2023-05-09 16:30:00,168.88,sell
2023-05-09 16:35:00,168.9,sell
2023-05-09 16:40:00,168.91,sell
2023-05-09 16:45:00,168.93,sell
2023-05-09 16:50:00,168.86,sell
2023-05-09 16:55:00,168.71,sell
2023-05-09 17:00:00,168.76,sell
2023-05-09 17:05:00,168.74,sell
2023-05-09 17:10:00,168.75,sell
2023-05-09 17:15:00,168.72,sell
2023-05-09 17:20:00,168.78,sell
2023-05-09 17:25:00,168.78,sell
2023-05-09 17:30:00,168.74,sell
2023-05-09 17:35:00,168.76,sell
2023-05-09 17:40:00,168.74,sell
2023-05-09 17:45:00,168.8,sell
2023-05-09 17:50:00,168.86,sell
2023-05-09 17:55:00,168.87,sell
2023-05-09 18:00:00,168.92,sell
2023-05-09 18:05:00,169.08,sell
2023-05-09 18:10:00,169.05,sell
2023-05-09 18:15:00,169.1,sell
2023-05-09 18:20:00,169.08,sell
2023-05-09 18:25:00,168.96,sell
2023-05-09 18:30:00,168.91,sell
2023-05-09 18:35:00,168.95,sell
2023-05-09 18:40:00,168.95,sell
2023-05-09 18:45:00,168.97,sell
2023-05-09 18:50:00,169.0,sell
2023-05-09 18:55:00,169.01,sell
2023-05-09 19:00:00,169.06,sell
2023-05-09 19:05:00,169.01,sell
2023-05-09 19:10:00,169.0,sell
2023-05-09 19:15:00,168.99,sell
2023-05-09 19:20:00,168.94,sell
2023-05-09 19:25:00,168.97,sell
2023-05-09 19:30:00,168.99,sell
2023-05-09 19:35:00,169.03,sell
2023-05-09 19:40:00,169.05,sell
2023-05-09 19:45:00,169.02,sell
2023-05-09 19:50:00,168.97,sell
2023-05-09 19:55:00,169.03,sell
2023-05-10 04:00:00,168.4,sell
2023-05-10 04:05:00,168.09,sell
2023-05-10 04:10:00,168.25,sell
2023-05-10 04:15:00,168.27,sell
2023-05-10 04:20:00,168.44,sell
2023-05-10 04:25:00,168.71,sell
2023-05-10 04:30:00,168.6,sell
2023-05-10 04:35:00,168.75,sell
2023-05-10 04:40:00,168.7,sell
2023-05-10 04:45:00,168.6,sell
2023-05-10 04:50:00,168.62,sell
2023-05-10 04:55:00,168.48,sell
2023-05-10 05:00:00,168.7,sell
2023-05-10 05:05:00,168.77,sell
2023-05-10 05:15:00,168.77,sell
2023-05-10 05:20:00,168.73,sell
2023-05-10 05:25:00,168.79,sell
2023-05-10 05:30:00,168.88,sell
2023-05-10 05:35:00,168.8,sell
2023-05-10 05:40:00,168.89,sell
2023-05-10 05:45:00,168.87,sell
2023-05-10 05:50:00,168.63,sell
2023-05-10 05:55:00,168.83,sell
2023-05-10 06:00:00,168.62,sell
2023-05-10 06:05:00,168.6,sell
2023-05-10 06:10:00,168.7,sell
2023-05-10 06:15:00,168.61,sell
2023-05-10 06:20:00,168.85,sell
2023-05-10 06:25:00,168.71,sell
2023-05-10 06:30:00,168.7,sell
2023-05-10 06:35:00,168.7,sell
2023-05-10 06:40:00,168.85,sell
2023-05-10 06:45:00,169.07,sell
2023-05-10 06:50:00,169.07,sell
2023-05-10 06:55:00,169.0,sell
2023-05-10 07:00:00,168.8,sell
2023-05-10 07:05:00,168.75,sell
2023-05-10 07:10:00,168.87,sell
2023-05-10 07:15:00,168.86,sell
2023-05-10 07:20:00,168.96,sell
2023-05-10 07:25:00,169.02,sell
2023-05-10 07:30:00,168.83,sell
2023-05-10 07:35:00,168.83,sell
2023-05-10 07:40:00,168.99,sell
2023-05-10 07:45:00,169.1,sell
2023-05-10 07:50:00,169.07,sell
2023-05-10 07:55:00,169.03,sell
2023-05-10 08:00:00,169.05,sell
2023-05-10 08:05:00,168.87,sell
2023-05-10 08:10:00,168.9,sell
2023-05-10 08:15:00,168.94,sell
2023-05-10 08:20:00,168.9,sell
2023-05-10 08:25:00,169.0,sell
2023-05-10 08:30:00,171.04,sell
2023-05-10 08:35:00,171.6,sell
2023-05-10 08:40:00,172.58,sell
2023-05-10 08:45:00,173.05,sell
2023-05-10 08:50:00,172.86,sell
2023-05-10 08:55:00,172.9,sell
2023-05-10 09:00:00,172.75,sell
2023-05-10 09:05:00,172.73,sell
2023-05-10 09:10:00,173.07,sell
2023-05-10 09:15:00,172.73,sell
2023-05-10 09:20:00,172.6,sell
2023-05-10 09:25:00,172.53,sell
2023-05-10 09:30:00,173.39,sell
2023-05-10 09:35:00,172.88,sell
2023-05-10 09:40:00,172.15,sell
2023-05-10 09:45:00,172.99,sell
2023-05-10 09:50:00,172.83,sell
2023-05-10 09:55:00,172.75,sell
2023-05-10 10:00:00,174.08,sell
2023-05-10 10:05:00,174.11,sell
2023-05-10 10:10:00,173.76,sell
2023-05-10 10:15:00,173.03,sell
2023-05-10 10:20:00,173.26,sell
2023-05-10 10:25:00,173.06,sell
2023-05-10 10:30:00,173.2,sell
2023-05-10 10:35:00,172.36,sell
2023-05-10 10:40:00,171.22,sell
2023-05-10 10:45:00,170.9,sell
2023-05-10 10:50:00,169.96,sell
2023-05-10 10:55:00,169.39,sell
2023-05-10 11:00:00,169.71,sell
2023-05-10 11:05:00,170.09,sell
2023-05-10 11:10:00,168.7,sell
2023-05-10 11:15:00,169.08,sell
2023-05-10 11:20:00,169.46,sell
2023-05-10 11:25:00,169.41,sell
2023-05-10 11:30:00,169.53,sell
2023-05-10 11:35:00,169.62,sell
2023-05-10 11:40:00,169.42,sell
2023-05-10 11:45:00,169.47,sell
2023-05-10 11:50:00,168.95,sell
2023-05-10 11:55:00,168.87,sell
2023-05-10 12:00:00,168.19,sell
2023-05-10 12:05:00,168.13,sell
2023-05-10 12:10:00,168.43,sell
2023-05-10 12:15:00,168.49,sell
2023-05-10 12:20:00,168.62,sell
2023-05-10 12:25:00,168.72,sell
2023-05-10 12:30:00,168.8,sell
2023-05-10 12:35:00,169.08,sell
2023-05-10 12:40:00,169.25,sell
2023-05-10 12:45:00,169.05,sell
2023-05-10 12:50:00,169.29,sell
2023-05-10 12:55:00,168.68,sell
2023-05-10 13:00:00,168.42,sell
2023-05-10 13:05:00,168.55,sell
2023-05-10 13:10:00,168.26,sell
2023-05-10 13:15:00,167.94,sell
2023-05-10 13:20:00,167.7,sell
2023-05-10 13:25:00,167.43,sell
2023-05-10 13:30:00,167.31,sell
2023-05-10 13:35:00,166.85,sell
2023-05-10 13:40:00,167.16,sell
2023-05-10 13:45:00,167.58,sell
2023-05-10 13:50:00,167.61,sell
2023-05-10 13:55:00,167.69,sell
2023-05-10 14:00:00,167.8,sell
2023-05-10 14:05:00,168.1,sell
2023-05-10 14:10:00,168.31,sell
2023-05-10 14:15:00,168.41,sell
2023-05-10 14:20:00,168.24,sell
2023-05-10 14:25:00,168.29,sell
2023-05-10 14:30:00,168.44,sell
2023-05-10 14:35:00,168.72,sell
2023-05-10 14:40:00,168.73,sell
2023-05-10 14:45:00,168.31,sell
2023-05-10 14:50:00,168.44,sell
2023-05-10 14:55:00,168.85,sell
2023-05-10 15:00:00,168.94,sell
2023-05-10 15:05:00,169.18,sell
2023-05-10 15:10:00,169.1,sell
2023-05-10 15:15:00,169.39,sell
2023-05-10 15:20:00,169.44,sell
2023-05-10 15:25:00,169.13,sell
2023-05-10 15:30:00,169.32,sell
2023-05-10 15:35:00,169.15,sell
2023-05-10 15:40:00,169.38,sell
2023-05-10 15:45:00,169.07,sell
2023-05-10 15:50:00,168.71,sell
2023-05-10 15:55:00,168.55,sell
2023-05-10 16:00:00,168.3,sell
2023-05-10 16:05:00,168.24,sell
2023-05-10 16:10:00,168.25,sell
2023-05-10 16:15:00,168.32,sell
2023-05-10 16:20:00,168.39,sell
2023-05-10 16:25:00,168.37,sell
2023-05-10 16:30:00,168.35,sell
2023-05-10 16:35:00,168.2,sell
2023-05-10 16:40:00,168.11,sell
2023-05-10 16:45:00,168.3,sell
2023-05-10 16:50:00,168.28,sell
2023-05-10 16:55:00,168.23,sell
2023-05-10 17:00:00,168.26,sell
2023-05-10 17:05:00,168.3,sell
2023-05-10 17:10:00,168.33,sell
2023-05-10 17:15:00,168.29,sell
2023-05-10 17:20:00,168.44,sell
2023-05-10 17:25:00,168.45,sell
2023-05-10 17:30:00,168.42,sell
2023-05-10 17:35:00,168.3,sell
2023-05-10 17:40:00,168.26,sell
2023-05-10 17:45:00,168.25,sell
2023-05-10 17:50:00,168.25,sell
2023-05-10 17:55:00,168.18,sell
2023-05-10 18:00:00,168.19,sell
2023-05-10 18:05:00,168.22,sell
2023-05-10 18:10:00,168.3,sell
2023-05-10 18:15:00,168.39,sell
2023-05-10 18:20:00,168.32,sell
2023-05-10 18:25:00,168.35,sell
2023-05-10 18:30:00,168.35,sell
2023-05-10 18:35:00,168.35,sell
2023-05-10 18:40:00,168.35,sell
2023-05-10 18:45:00,168.31,sell
2023-05-10 18:50:00,168.34,sell
2023-05-10 18:55:00,168.34,sell
2023-05-10 19:00:00,168.31,sell
2023-05-10 19:05:00,168.33,sell
2023-05-10 19:10:00,168.34,sell
2023-05-10 19:15:00,168.25,sell
2023-05-10 19:20:00,168.12,sell
2023-05-10 19:25:00,168.2,sell
2023-05-10 19:30:00,168.22,sell
2023-05-10 19:35:00,168.2,sell
2023-05-10 19:40:00,168.3,sell
2023-05-10 19:45:00,168.39,sell
2023-05-10 19:50:00,168.44,sell
2023-05-10 19:55:00,168.46,sell
2023-05-11 04:00:00,169.26,sell
2023-05-11 04:05:00,169.22,sell
2023-05-11 04:10:00,169.36,sell
2023-05-11 04:15:00,169.5,sell
2023-05-11 04:20:00,169.58,sell
2023-05-11 04:25:00,169.5,sell
2023-05-11 04:30:00,169.7,sell
2023-05-11 04:35:00,169.54,sell
2023-05-11 04:40:00,169.5,sell
2023-05-11 04:45:00,169.54,sell
2023-05-11 04:50:00,169.56,sell
2023-05-11 04:55:00,169.56,sell
2023-05-11 05:00:00,169.73,sell
2023-05-11 05:05:00,169.7,sell
2023-05-11 05:10:00,169.69,sell
2023-05-11 05:15:00,169.64,sell
2023-05-11 05:20:00,169.89,sell
2023-05-11 05:25:00,169.91,sell
2023-05-11 05:30:00,169.93,sell
2023-05-11 05:35:00,170.0,sell
2023-05-11 05:40:00,169.9,sell
2023-05-11 05:45:00,169.9,sell
2023-05-11 05:50:00,169.85,sell
2023-05-11 05:55:00,169.72,sell
2023-05-11 06:00:00,169.88,sell
2023-05-11 06:05:00,169.89,sell
2023-05-11 06:10:00,169.62,sell
2023-05-11 06:15:00,169.58,sell
2023-05-11 06:20:00,169.66,sell
2023-05-11 06:25:00,169.82,sell
2023-05-11 06:30:00,169.71,sell
2023-05-11 06:35:00,169.76,sell
2023-05-11 06:40:00,169.65,sell
2023-05-11 06:45:00,169.65,sell
2023-05-11 06:50:00,169.58,sell
2023-05-11 06:55:00,169.48,sell
2023-05-11 07:00:00,169.05,sell
2023-05-11 07:05:00,168.8,sell
2023-05-11 07:10:00,168.87,sell
2023-05-11 07:15:00,168.95,sell
2023-05-11 07:20:00,168.79,sell
2023-05-11 07:25:00,169.19,sell
2023-05-11 07:30:00,169.02,sell
2023-05-11 07:35:00,169.03,sell
2023-05-11 07:40:00,168.89,sell
2023-05-11 07:45:00,168.93,sell
2023-05-11 07:50:00,168.95,sell
2023-05-11 07:55:00,168.8,sell
2023-05-11 08:00:00,168.8,sell
2023-05-11 08:05:00,169.04,sell
2023-05-11 08:10:00,169.14,sell
2023-05-11 08:15:00,169.19,sell
2023-05-11 08:20:00,169.05,sell
2023-05-11 08:25:00,169.2,sell
2023-05-11 08:30:00,169.25,sell
2023-05-11 08:35:00,169.45,sell
2023-05-11 08:40:00,169.43,sell
2023-05-11 08:45:00,169.46,sell
2023-05-11 08:50:00,169.66,sell
2023-05-11 08:55:00,169.41,sell
2023-05-11 09:00:00,169.05,sell
2023-05-11 09:05:00,168.86,sell
2023-05-11 09:10:00,169.1,sell
2023-05-11 09:15:00,169.05,sell
2023-05-11 09:20:00,168.84,sell
2023-05-11 09:25:00,168.7,sell
2023-05-11 09:30:00,167.34,sell
2023-05-11 09:35:00,168.36,sell
2023-05-11 09:40:00,168.22,sell
2023-05-11 09:45:00,167.8,sell
2023-05-11 09:50:00,167.78,sell
2023-05-11 09:55:00,167.74,sell
2023-05-11 10:00:00,168.16,sell
2023-05-11 10:05:00,168.58,sell
2023-05-11 10:10:00,169.18,sell
2023-05-11 10:15:00,168.57,sell
2023-05-11 10:20:00,168.25,sell
2023-05-11 10:25:00,168.19,sell
2023-05-11 10:30:00,167.6,sell
2023-05-11 10:35:00,167.68,sell
2023-05-11 10:40:00,167.83,sell
2023-05-11 10:45:00,168.54,sell
2023-05-11 10:50:00,168.71,sell
2023-05-11 10:55:00,168.85,sell
2023-05-11 11:00:00,168.88,sell
2023-05-11 11:05:00,168.61,sell
2023-05-11 11:10:00,168.45,sell
2023-05-11 11:15:00,168.39,sell
2023-05-11 11:20:00,168.86,sell
2023-05-11 11:25:00,169.18,sell
2023-05-11 11:30:00,169.22,sell
2023-05-11 11:35:00,169.12,sell
2023-05-11 11:40:00,169.48,sell
2023-05-11 11:45:00,169.29,sell
2023-05-11 11:50:00,169.71,sell
2023-05-11 11:55:00,169.84,sell
2023-05-11 12:00:00,169.28,sell
2023-05-11 12:05:00,169.19,sell
2023-05-11 12:10:00,169.1,sell
2023-05-11 12:15:00,169.19,sell
2023-05-11 12:20:00,169.12,sell
2023-05-11 12:25:00,168.86,sell
2023-05-11 12:30:00,168.82,sell
2023-05-11 12:35:00,169.02,sell
2023-05-11 12:40:00,169.37,sell
2023-05-11 12:45:00,169.37,sell
2023-05-11 12:50:00,169.3,sell
2023-05-11 12:55:00,169.19,sell
2023-05-11 13:00:00,169.24,sell
2023-05-11 13:05:00,169.56,sell
2023-05-11 13:10:00,169.6,sell
2023-05-11 13:15:00,169.48,sell
2023-05-11 13:20:00,169.03,sell
2023-05-11 13:25:00,169.1,sell
2023-05-11 13:30:00,169.1,sell
2023-05-11 13:35:00,169.36,sell
2023-05-11 13:40:00,169.18,sell
2023-05-11 13:45:00,168.79,sell
2023-05-11 13:50:00,169.07,sell
2023-05-11 13:55:00,169.32,sell
2023-05-11 14:00:00,169.25,sell
2023-05-11 14:05:00,169.2,sell
2023-05-11 14:10:00,169.26,sell
2023-05-11 14:15:00,169.21,sell
2023-05-11 14:20:00,169.34,sell
2023-05-11 14:25:00,169.39,sell
2023-05-11 14:30:00,169.52,sell
2023-05-11 14:35:00,169.84,sell
2023-05-11 14:40:00,170.09,sell
2023-05-11 14:45:00,170.16,sell
2023-05-11 14:50:00,169.86,sell
2023-05-11 14:55:00,169.95,sell
2023-05-11 15:00:00,169.94,sell
2023-05-11 15:05:00,170.33,sell
2023-05-11 15:10:00,170.4,sell
2023-05-11 15:15:00,170.2,sell
2023-05-11 15:20:00,170.23,sell
2023-05-11 15:25:00,169.92,sell
2023-05-11 15:30:00,169.75,sell
2023-05-11 15:35:00,169.6,sell
2023-05-11 15:40:00,171.49,sell
2023-05-11 15:45:00,172.92,sell
2023-05-11 15:50:00,172.18,sell
2023-05-11 15:55:00,172.05,sell
2023-05-11 16:00:00,173.26,sell
2023-05-11 16:05:00,172.92,sell
2023-05-11 16:10:00,172.49,sell
2023-05-11 16:15:00,172.78,sell
2023-05-11 16:20:00,173.0,sell
2023-05-11 16:25:00,173.23,sell
2023-05-11 16:30:00,173.08,sell
2023-05-11 16:35:00,172.95,sell
2023-05-11 16:40:00,173.45,sell
2023-05-11 16:45:00,173.11,sell
2023-05-11 16:50:00,173.35,sell
2023-05-11 16:55:00,173.25,sell
2023-05-11 17:00:00,173.34,sell
2023-05-11 17:05:00,173.24,sell
2023-05-11 17:10:00,173.16,sell
2023-05-11 17:15:00,173.34,sell
2023-05-11 17:20:00,173.28,sell
2023-05-11 17:25:00,173.11,sell
2023-05-11 17:30:00,173.15,sell
2023-05-11 17:35:00,173.15,sell
2023-05-11 17:40:00,173.21,sell
2023-05-11 17:45:00,173.15,sell
2023-05-11 17:50:00,173.23,sell
2023-05-11 17:55:00,173.12,sell
2023-05-11 18:00:00,173.19,sell
2023-05-11 18:05:00,173.15,sell
2023-05-11 18:10:00,173.18,sell
2023-05-11 18:15:00,173.15,sell
2023-05-11 18:20:00,173.13,sell
2023-05-11 18:25:00,173.21,sell
2023-05-11 18:30:00,173.25,sell
2023-05-11 18:35:00,173.27,sell
2023-05-11 18:40:00,173.39,sell
2023-05-11 18:45:00,173.75,sell
2023-05-11 18:50:00,173.8,sell
2023-05-11 18:55:00,173.97,sell
2023-05-11 19:00:00,174.43,sell
2023-05-11 19:05:00,174.41,sell
2023-05-11 19:10:00,174.38,sell
2023-05-11 19:15:00,174.41,sell
2023-05-11 19:20:00,174.3,sell
2023-05-11 19:25:00,174.26,sell
2023-05-11 19:30:00,174.49,sell
2023-05-11 19:35:00,174.7,sell
2023-05-11 19:40:00,174.71,sell
2023-05-11 19:45:00,174.83,sell
2023-05-11 19:50:00,174.75,sell
2023-05-11 19:55:00,174.76,sell
2023-05-12 04:00:00,173.98,sell
2023-05-12 04:05:00,174.12,sell
2023-05-12 04:10:00,174.37,sell
2023-05-12 04:15:00,174.25,sell
2023-05-12 04:20:00,174.34,sell
2023-05-12 04:25:00,174.32,sell
2023-05-12 04:30:00,174.12,sell
2023-05-12 04:35:00,174.28,sell
2023-05-12 04:40:00,174.3,sell
2023-05-12 04:45:00,174.22,sell
2023-05-12 04:50:00,174.15,sell
2023-05-12 04:55:00,174.3,sell
2023-05-12 05:00:00,174.35,sell
2023-05-12 05:05:00,174.75,sell
2023-05-12 05:10:00,174.72,sell
2023-05-12 05:15:00,174.45,sell
2023-05-12 05:20:00,174.5,sell
2023-05-12 05:25:00,174.48,sell
2023-05-12 05:30:00,174.86,sell
2023-05-12 05:35:00,174.9,sell
2023-05-12 05:40:00,174.72,sell
2023-05-12 05:45:00,174.74,sell
2023-05-12 05:50:00,174.66,sell
2023-05-12 05:55:00,174.21,sell
2023-05-12 06:00:00,174.35,sell
2023-05-12 06:05:00,174.31,sell
2023-05-12 06:10:00,174.31,sell
2023-05-12 06:15:00,174.16,sell
2023-05-12 06:20:00,174.54,sell
2023-05-12 06:25:00,174.41,sell
2023-05-12 06:30:00,174.74,sell
2023-05-12 06:35:00,174.67,sell
2023-05-12 06:40:00,174.54,sell
2023-05-12 06:45:00,174.4,sell
2023-05-12 06:50:00,174.5,sell
2023-05-12 06:55:00,174.89,sell
2023-05-12 07:00:00,175.15,sell
2023-05-12 07:05:00,175.6,sell
2023-05-12 07:10:00,175.96,sell
2023-05-12 07:15:00,176.18,sell
2023-05-12 07:20:00,176.18,sell
2023-05-12 07:25:00,175.86,sell
2023-05-12 07:30:00,175.9,sell
2023-05-12 07:35:00,175.81,sell
2023-05-12 07:40:00,176.1,sell
2023-05-12 07:45:00,176.0,sell
2023-05-12 07:50:00,175.84,sell
2023-05-12 07:55:00,175.7,sell
2023-05-12 08:00:00,175.5,sell
2023-05-12 08:05:00,175.6,sell
2023-05-12 08:10:00,175.98,sell
2023-05-12 08:15:00,175.52,sell
2023-05-12 08:20:00,175.68,sell
2023-05-12 08:25:00,175.44,sell
2023-05-12 08:30:00,175.7,sell
2023-05-12 08:35:00,175.63,sell
2023-05-12 08:40:00,176.1,sell
2023-05-12 08:45:00,176.21,sell
2023-05-12 08:50:00,176.15,sell
2023-05-12 08:55:00,175.7,sell
2023-05-12 09:00:00,175.84,sell
2023-05-12 09:05:00,175.88,sell
2023-05-12 09:10:00,176.2,sell
2023-05-12 09:15:00,175.78,sell
2023-05-12 09:20:00,176.03,sell
2023-05-12 09:25:00,176.05,sell
2023-05-12 09:30:00,176.07,sell
2023-05-12 09:35:00,176.25,sell
2023-05-12 09:40:00,176.99,sell
2023-05-12 09:45:00,175.76,sell
2023-05-12 09:50:00,177.19,sell
2023-05-12 09:55:00,176.11,sell
2023-05-12 10:00:00,174.62,sell
2023-05-12 10:05:00,174.51,sell
2023-05-12 10:10:00,174.07,sell
2023-05-12 10:15:00,173.78,sell
2023-05-12 10:20:00,173.48,sell
2023-05-12 10:25:00,171.97,sell
2023-05-12 10:30:00,171.67,sell
2023-05-12 10:35:00,172.54,sell
2023-05-12 10:40:00,172.42,sell
2023-05-12 10:45:00,172.7,sell
2023-05-12 10:50:00,172.26,sell
2023-05-12 10:55:00,171.96,sell
2023-05-12 11:00:00,172.38,sell
2023-05-12 11:05:00,171.57,sell
2023-05-12 11:10:00,171.49,sell
2023-05-12 11:15:00,170.83,sell
2023-05-12 11:20:00,170.89,sell
2023-05-12 11:25:00,170.21,sell
2023-05-12 11:30:00,169.66,sell
2023-05-12 11:35:00,169.38,sell
2023-05-12 11:40:00,169.35,sell
2023-05-12 11:45:00,169.6,sell
2023-05-12 11:50:00,169.52,sell
2023-05-12 11:55:00,170.26,sell
2023-05-12 12:00:00,169.0,sell
2023-05-12 12:05:00,169.26,sell
2023-05-12 12:10:00,169.4,sell
2023-05-12 12:15:00,168.5,sell
2023-05-12 12:20:00,167.88,sell
2023-05-12 12:25:00,167.98,sell
2023-05-12 12:30:00,168.68,sell
2023-05-12 12:35:00,168.21,sell
2023-05-12 12:40:00,167.8,sell
2023-05-12 12:45:00,167.65,sell
2023-05-12 12:50:00,167.38,sell
2023-05-12 12:55:00,167.81,sell
2023-05-12 13:00:00,167.96,sell
2023-05-12 13:05:00,168.12,sell
2023-05-12 13:10:00,168.03,sell
2023-05-12 13:15:00,168.06,sell
2023-05-12 13:20:00,168.56,sell
2023-05-12 13:25:00,168.32,sell
2023-05-12 13:30:00,168.29,sell
2023-05-12 13:35:00,168.17,sell
2023-05-12 13:40:00,168.44,sell
2023-05-12 13:45:00,168.32,sell
2023-05-12 13:50:00,168.09,sell
2023-05-12 13:55:00,167.74,sell
2023-05-12 14:00:00,167.89,sell
2023-05-12 14:05:00,167.9,sell
2023-05-12 14:10:00,167.87,sell
2023-05-12 14:15:00,168.07,sell
